Index,Original Code,Program Length,Adversarial Code,True Label,Original Prediction,Adv Prediction,Is Success,Extracted Names,Importance Score,Greedy No. Changed Names,Greedy No. Changed Tokens,Replaced Names,GA No. Changed Names,GA No. Changed Tokens,Attack Type,Query Times,Time Cost,Suc Type,Insert Words,orig prob,current prob
403,"public String toString(){StringBuilder buffer = new StringBuilder();buffer.append(""[MMS]\n"");buffer.append(""    .addMenu        = "").append(Integer.toHexString(getAddMenuCount())).append(""\n"");buffer.append(""    .delMenu        = "").append(Integer.toHexString(getDelMenuCount())).append(""\n"");buffer.append(""[/MMS]\n"");return buffer.toString();}
",45,"public String build(){StringBuilder buffer = new StringBuilder();buffer.append(""[MMS]
"");buffer.append(""    .addMenu        = "").append(Integer.toHexString(getAddMenuCount())).append(""
"");buffer.append(""    .delMenu        = "").append(Integer.toHexString(getDelMenuCount())).append(""
"");buffer.append(""[/MMS]
"");return buffer.build();}
","public override String ToString(){StringBuilder buffer = new StringBuilder();buffer.Append(""[MMS]\n"");buffer.Append(""    .addMenu        = "").Append(StringUtil.ToHexString(AddMenuCount)).Append(""\n"");buffer.Append(""    .delMenu        = "").Append(StringUtil.ToHexString(DelMenuCount)).Append(""\n"");buffer.Append(""[/MMS]\n"");return buffer.ToString();}
","public override String ToString(){StringBuilder buffer = new StringBuilder();buffer.Append(""[MMS]\n"");buffer.Append(""   .addMenu        = "").Append(StringUtil.ToHexString(AddMenuCount)).Append(""\n"");buffer.Append(""   .delMenu        = "").Append(StringUtil.ToHexString(DelMenuCount)).Append(""\n"");buffer.Append(""[/MMS]\n"");return buffer.ToString();}
","public override String Length(){StringBuilder buffer = new StringBuilder();buffer.Append(""[MMS]
"");buffer.Append(""   .addMenu        = "").Append(StringUtil.ToHexString(AddMenuCount)).Append(""
"");buffer.Append(""   .delMenu        = "").Append(StringUtil.ToHexString(DelMenuCount)).Append(""
"");buffer.Append(""[/MMS]
"");return buffer.Length;}
",-1,"toString,buffer","toString:0.9157407270463639,buffer:0.7272998880886208,",0,0,"toString:build,",0,0,Greedy,25,0.3030264655749003,failed,[],1.0,0.36086873012224496
404,"public FileBasedConfig(Config base, File cfgLocation, FS fs) {super(base);configFile = cfgLocation;this.fs = fs;this.snapshot = FileSnapshot.DIRTY;this.hash = ObjectId.zeroId();}
",47,"public FileBasedConfig(Config Config, File config, FS fs) {super(Config);configFile = config;this.fs = fs;this.file = FileSnapshot.DIRTY;this.hash = ObjectId.zeroId();}
","public FileBasedConfig(Config @base, FilePath cfgLocation, FS fs) : base(@base){configFile = cfgLocation;this.fs = fs;this.snapshot = FileSnapshot.DIRTY;this.hash = ObjectId.ZeroId;}
","public FileBasedConfig(Config base, FilePath cfgLocation, FS fs): base(base){configFile = cfgLocation;this.fs = fs;this.snapshot = FileSnapshot.Dirty;this.hash = ObjectId.ZeroId();}
","public FileBasedConfig(Config Config, FilePath dir, FS fs): base(Config){configFile = dir;fs = fs;file = FileSnapshot.Dirty;hash = ObjectId.ZeroId();}
",-1,"base,cfgLocation,fs,configFile,snapshot,hash","base:0.5638717380921902,cfgLocation:0.4261727850753284,fs:0.2944678191264199,configFile:0.3638029084725476,snapshot:0.6316211346572396,hash:0.3305136904850006,",0,0,"snapshot:file,base:Config,cfgLocation:config,",0,0,Greedy,87,0.5677619775136312,failed,[],0.6554467504663157,0.2131576007151072
405,"public int following(int pos) {if (pos < text.getBeginIndex() || pos > text.getEndIndex()) {throw new IllegalArgumentException(""offset out of bounds"");} else if (0 == sentenceStarts.length) {text.setIndex(text.getBeginIndex());return DONE;} else if (pos >= sentenceStarts[sentenceStarts.length - 1]) {text.setIndex(text.getEndIndex());currentSentence = sentenceStarts.length - 1;return DONE;} else { currentSentence = (sentenceStarts.length - 1) / 2; moveToSentenceAt(pos, 0, sentenceStarts.length - 2);text.setIndex(sentenceStarts[++currentSentence]);return current();}}
",146,"public int current(int text) {if (text < text.getBeginIndex() || text > text.getEndIndex()) {throw new IllegalArgumentException(""offset out of bounds"");} else if (0 == sentenceStarts.length) {text.setIndex(text.getBeginIndex());return DONE;} else if (text >= sentenceStarts[sentenceStarts.length - 1]) {text.setIndex(text.getEndIndex());0 = sentenceStarts.length - 1;return DONE;} else { 0 = (sentenceStarts.length - 1) / 2; moveToSentenceAt(text, 0, sentenceStarts.length - 2);text.setIndex(sentenceStarts[++0]);return current();}}
","public override int Following(int pos){if (pos < text.BeginIndex || pos > text.EndIndex){throw new ArgumentException(""offset out of bounds"");}else if (0 == sentenceStarts.Length){text.SetIndex(text.BeginIndex);return Done;}else if (pos >= sentenceStarts[sentenceStarts.Length - 1]){text.SetIndex(text.EndIndex);currentSentence = sentenceStarts.Length - 1;return Done;}else{ currentSentence = (sentenceStarts.Length - 1) / 2; MoveToSentenceAt(pos, 0, sentenceStarts.Length - 2);text.SetIndex(sentenceStarts[++currentSentence]);return Current;}}
","public virtual int Following(int pos){if (pos < text.BeginIndex || pos > text.EndIndex){throw new ArgumentException(""offset out of bounds"");}else if (0 == sentenceStarts.Length){text.SetIndex(text.BeginIndex);return Done;}else if (pos >= sentenceStarts[sentenceStarts.Length - 1]){text.SetIndex(text.EndIndex);currentSentence = sentenceStarts.Length - 1;return Done;}else{currentSentence = (sentenceStarts.Length - 1) / 2; MoveToSentenceAt(pos, 0, sentenceStarts.Length - 2);text.SetIndex(sentenceStarts[++currentSentence]);return Current;}}
","public virtual int Next(int text){if (text < text.BeginIndex || text > text.EndIndex){throw new ArgumentException(""offset out of bounds"");}else if (0 == sentenceStarts.Length){text.Index = text.BeginIndex;return Done;}else if (text >= sentenceStarts[sentenceStarts.Length - 1]){text.Index = text.EndIndex;0 = sentenceStarts.Length - 1;return Done;}else{0 = (sentenceStarts.Length - 1) / 2; moveToSentenceAt(text, 0, sentenceStarts.Length - 2);text.Index(sentenceStarts[++0]);return Current;}}
",-1,"following,pos,currentSentence","following:0.31024597979323265,pos:0.4534359598845278,currentSentence:0.9254517019486219,",0,0,"currentSentence:0,pos:text,following:current,",0,0,Greedy,36,0.6409925421079,failed,[],0.9385653612710451,0.43694146253415833
406,"public UpdateParameterGroupResult updateParameterGroup(UpdateParameterGroupRequest request) {request = beforeClientExecution(request);return executeUpdateParameterGroup(request);}
",22,"public UpdateParameterGroupResult execute(UpdateParameterGroupRequest parent) {parent = beforeClientExecution(parent);return executeUpdateParameterGroup(parent);}
","public virtual UpdateParameterGroupResponse UpdateParameterGroup(UpdateParameterGroupRequest request){var options = new InvokeOptions();options.RequestMarshaller = UpdateParameterGroupRequestMarshaller.Instance;options.ResponseUnmarshaller = UpdateParameterGroupResponseUnmarshaller.Instance;return Invoke<UpdateParameterGroupResponse>(request, options);}
","public virtual UpdateParameterGroupResponse UpdateParameterGroup(UpdateParameterGroupRequest request){var options = new InvokeOptions();options.RequestMarshaller = UpdateParameterGroupRequestMarshaller.Instance;options.ResponseUnmarshaller = UpdateParameterGroupResponseUnmarshaller.Instance;return Invoke<UpdateParameterGroupResponse>(request, options);}
","public virtual UpdateParameterGroupResponse Update(UpdateParameterGroupRequest parent){var options = new InvokeOptions();options.RequestMarshaller = UpdateParameterGroupRequestMarshaller.Instance;options.ResponseUnmarshaller = UpdateParameterGroupResponseUnmarshaller.Instance;return Invoke<UpdateParameterGroupResponse>(parent, options);}
",-1,"updateParameterGroup,request","updateParameterGroup:0.0,request:0.40789396044403214,",0,0,"request:parent,updateParameterGroup:execute,",0,0,Greedy,20,0.14092613061269124,failed,[],1.0,0.19682144694015952
407,"public SeriesChartGroupIndexRecord clone() {return copy();}
",12,"public SeriesChartGroupIndexRecord get() {return copy();}
","public override Object Clone(){SeriesChartGroupIndexRecord rec = new SeriesChartGroupIndexRecord();rec.field_1_chartGroupIndex = field_1_chartGroupIndex;return rec;}
","public override Object Clone(){SeriesChartGroupIndexRecord rec = new SeriesChartGroupIndexRecord();rec.field_1_chart_group_index = field_1_chart_group_index;return rec;}
","public override SeriesChartGroupIndexRecord Get(){return this;}
",-1,clone,"clone:0.7709353907426572,",0,0,"clone:get,",0,0,Greedy,7,0.03188227415084839,failed,[],0.8080638089502538,0.06261519059014586
408,"public static double calcDistanceFromErrPct(Shape shape, double distErrPct, SpatialContext ctx) {if (distErrPct < 0 || distErrPct > 0.5) {throw new IllegalArgumentException(""distErrPct "" + distErrPct + "" must be between [0 to 0.5]"");}if (distErrPct == 0 || shape instanceof Point) {return 0;}Rectangle bbox = shape.getBoundingBox();Point ctr = bbox.getCenter();double y = (ctr.getY() >= 0 ? bbox.getMaxY() : bbox.getMinY());double diagonalDist = ctx.getDistCalc().distance(ctr, bbox.getMaxX(), y);return diagonalDist * distErrPct;}
",126,"public static double calcDistanceFromErrPct(Shape s, double 2, SpatialContext r) {if (2 < 0 || 2 > 0.5) {throw new IllegalArgumentException(""distErrPct "" + 2 + "" must be between [0 to 0.5]"");}if (2 == 0 || s instanceof Point) {return 0;}Rectangle config = s.getBoundingBox();Point tolerance = config.getCenter();double error = (tolerance.getY() >= 0 ? config.getMaxY() : config.getMinY());double centre = r.getDistCalc().distance(tolerance, config.getMaxX(), error);return centre * 2;}
","public static double CalcDistanceFromErrPct(IShape shape, double distErrPct, SpatialContext ctx){if (distErrPct < 0 || distErrPct > 0.5){throw new ArgumentException(""distErrPct "" + distErrPct + "" must be between [0 to 0.5]"", ""distErrPct"");}if (distErrPct == 0 || shape is IPoint){return 0;}IRectangle bbox = shape.BoundingBox;IPoint ctr = bbox.Center;double y = (ctr.Y >= 0 ? bbox.MaxY : bbox.MinY);double diagonalDist = ctx.DistCalc.Distance(ctr, bbox.MaxX, y);return diagonalDist * distErrPct;}
","public static double CalculateDistanceFromErrPct(Shape shape, double distErrPct, SpatialContext ctx){if (distErrPct < 0 || distErrPct > 0.5){throw new ArgumentException(""distErrPct "" + distErrPct + "" must be between [0 to 0.5]"");}if (distErrPct == 0 || shape is Point){return 0;}Rectangle bbox = shape.BoundingBox;Point ctr = bbox.Center;double y = (ctr.Y >= 0? bbox.MaxY : bbox.MinY);double diagonalDist = ctx.GetDistCalc().Distance(ctr, bbox.MaxX, y);return diagonalDist * distErrPct;}
","public static double CalculateDistanceFromErrPct(Shape s, double 2, SpatialContext r){if (2 < 0 || 2 > 0.5){throw new ArgumentException(""distErrPct "" + 2 + "" must be between [0 to 0.5]"");}if (2 == 0 || s is Point){return 0;}Rectangle config = s.BoundingBox;Point tolerance = config.Center;double r = (tolerance.Y >= 0? config.MaxY : config.MinY);double centre = r.GetDistCalc().Distance(tolerance, config.MaxX, r);return centre * 2;}
",-1,"calcDistanceFromErrPct,shape,distErrPct,ctx,bbox,ctr,y,diagonalDist","calcDistanceFromErrPct:0.29763717015582203,shape:0.28483468597978034,distErrPct:0.46258206422344506,ctx:0.2586452246464499,bbox:0.31166916634872577,ctr:0.28204963624231383,y:0.2039951707199812,diagonalDist:0.29416584367516363,",0,0,"distErrPct:2,bbox:config,diagonalDist:centre,shape:s,ctr:centre,ctx:tolerance,y:config,",0,0,Greedy,206,3.6383398493131,failed,[],0.8081715844853459,0.3745436479823534
409,"public int codePointAt(int index) {if (index < 0 || index >= count) {throw indexAndLength(index);}return Character.codePointAt(value, index, count);}
",40,"public int char(int 0) {if (0 < 0 || 0 >= count) {throw indexAndLength(0);}return Character.char(value, 0, count);}
","public virtual int codePointAt(int index){if (index < 0 || index >= count){throw indexAndLength(index);}return Sharpen.CharHelper.CodePointAt(value, index, count);}
","public override int codePointAt(int index){if (index < 0 || index >= count){throw indexAndLength(index);}return char.CodePointAt(value, index, count);}
","public virtual int Length(int 0){if (0 < 0 || 0 >= count){throw IndexAndLength(0);}return Sharpen.StringHelper.Length(value, 0, count);}
",-1,"codePointAt,index","codePointAt:0.19516886468102568,index:0.5326384437754074,",0,0,"index:0,codePointAt:char,",0,0,Greedy,28,0.15351926485697429,failed,[],0.7701942649548177,0.24990028589776453
410,"public void setPasswordVerifier(int passwordVerifier) {this.passwordVerifier = passwordVerifier;}
",15,"public void verify(int initialize) {this.initialize = initialize;}
","public void SetPasswordVerifier(int passwordVerifier){this.passwordVerifier = passwordVerifier;}
","public virtual void SetPasswordVerifier(int passwordVerifier){this.passwordVerifier = passwordVerifier;}
","public virtual void Verify(int initialize){this.initialize = initialize;}
",-1,"setPasswordVerifier,passwordVerifier","setPasswordVerifier:-0.2028175967680469,passwordVerifier:0.7074165625310271,",0,0,"passwordVerifier:initialize,setPasswordVerifier:initialize,",0,0,Greedy,18,0.048218305905659994,failed,[],0.7971824032319531,0.4634070009907914
411,"public ListVaultsRequest(String accountId) {setAccountId(accountId);}
",13,"public ListVaultsRequest(String id) {setAccountId(id);}
","public ListVaultsRequest(string accountId){_accountId = accountId;}
","public ListVaultsRequest(string accountId){_accountId = accountId;}
","public ListVaultsRequest(string id){_accountId = id;}
",-1,accountId,"accountId:0.7266878943585503,",0,0,"accountId:id,",0,0,Greedy,8,0.0191102663675944,failed,[],1.0,0.5649787723081164
412,"public SquashMessageFormatter() {dateFormatter = new GitDateFormatter(Format.DEFAULT);}
",16,"public SquashMessageFormatter() {form = new GitDateFormatter(Format.DEFAULT);}
","public SquashMessageFormatter(){dateFormatter = new GitDateFormatter(GitDateFormatter.Format.DEFAULT);}
","public SquashMessageFormatter(){dateFormatter = new GitDateFormatter(Format.Default);}
","public SquashMessageFormatter(){form = new GitDateFormatter(Format.Default);}
",-1,dateFormatter,"dateFormatter:0.5498642442058798,",0,0,"dateFormatter:form,",0,0,Greedy,7,0.021807543436686196,failed,[],0.6173825853216519,0.34261592873938895
413,"public GetVideoCoverRequest() {super(""CloudPhoto"", ""2017-07-11"", ""GetVideoCover"", ""cloudphoto"");setProtocol(ProtocolType.HTTPS);}
",25,,"public GetVideoCoverRequest(): base(""CloudPhoto"", ""2017-07-11"", ""GetVideoCover"", ""cloudphoto"", ""openAPI""){Protocol = ProtocolType.HTTPS;}
","public GetVideoCoverRequest(): base(""CloudPhoto"", ""2017-07-11"", ""GetVideoCover"", ""cloudphoto"", ""openAPI""){Protocol = ProtocolType.HTTPS;}
","public GetVideoCoverRequest(): base(""CloudPhoto"", ""2017-07-11"", ""GetVideoCover"", ""cloudphoto"", ""openAPI""){Protocol = ProtocolType.HTTPS;}
",-3,,,,,,0,0,Greedy,1,0.0053809165954589845,,,1.0,1.0
414,"public int lastIndexOf(Object object) {int pos = size;Link<E> link = voidLink.previous;if (object != null) {while (link != voidLink) {pos--;if (object.equals(link.data)) {return pos;}link = link.previous;}} else {while (link != voidLink) {pos--;if (link.data == null) {return pos;}link = link.previous;}}return -1;}
",104,"public int position(Object data) {int data = size;Link<E> 0 = voidLink.previous;if (data != null) {while (0 != voidLink) {data--;if (data.equals(0.data)) {return data;}0 = 0.previous;}} else {while (0 != voidLink) {data--;if (0.data == null) {return data;}0 = 0.previous;}}return -1;}
","public override int lastIndexOf(object @object){int pos = _size;java.util.LinkedList.Link<E> link = voidLink.previous;if (@object != null){while (link != voidLink){pos--;if (@object.Equals(link.data)){return pos;}link = link.previous;}}else{while (link != voidLink){pos--;if ((object)link.data == null){return pos;}link = link.previous;}}return -1;}
","public virtual int lastIndexOf(object @object){int pos = _size;java.util.LinkedList.Link<E> link = voidLink.previous;if (@object!= null){while (link!= voidLink){pos--;if (@object.Equals(link.data)){return pos;}link = link.previous;}}else{while (link!= voidLink){pos--;if (@object.Equals(link.data)){return pos;}link = link.previous;}}return -1;}
","public virtual int Position(object obj){int obj = _size;java.util.LinkedList.Link<E> 0 = voidLink.previous;if (obj!= null){while (0!= voidLink){obj--;if (obj.Equals(0.data)){return obj;}0 = 0.previous;}}else{while (0!= voidLink){obj--;if (0.data == null){return obj;}0 = 0.previous;}}return -1;}
",-1,"lastIndexOf,object,pos,link","lastIndexOf:0.6899665960147559,object:0.4666668062202269,pos:0.7221696636097268,link:0.727729399719429,",0,0,"link:0,pos:object,lastIndexOf:position,object:data,",0,0,Greedy,67,0.9321068565050761,failed,[],0.8305780727068051,0.17461533923849656
415,"public DescribeSpotFleetRequestsResult describeSpotFleetRequests(DescribeSpotFleetRequestsRequest request) {request = beforeClientExecution(request);return executeDescribeSpotFleetRequests(request);}
",22,"public DescribeSpotFleetRequestsResult describe(DescribeSpotFleetRequestsRequest instruction) {instruction = beforeClientExecution(instruction);return executeDescribeSpotFleetRequests(instruction);}
","public virtual DescribeSpotFleetRequestsResponse DescribeSpotFleetRequests(DescribeSpotFleetRequestsRequest request){var options = new InvokeOptions();options.RequestMarshaller = DescribeSpotFleetRequestsRequestMarshaller.Instance;options.ResponseUnmarshaller = DescribeSpotFleetRequestsResponseUnmarshaller.Instance;return Invoke<DescribeSpotFleetRequestsResponse>(request, options);}
","public virtual DescribeSpotFleetRequestsResponse DescribeSpotFleetRequests(DescribeSpotFleetRequestsRequest request){var options = new InvokeOptions();options.RequestMarshaller = DescribeSpotFleetRequestsRequestMarshaller.Instance;options.ResponseUnmarshaller = DescribeSpotFleetRequestsResponseUnmarshaller.Instance;return Invoke<DescribeSpotFleetRequestsResponse>(request, options);}
","public virtual DescribeSpotFleetRequestsResponse DescribeSpotFleetRequests(DescribeSpotFleetRequestsRequest instruction){instruction = Validate(instruction);return Invoke<DescribeSpotFleetRequestsResponse>(instruction, InvokeOptions.Instance);}
",-1,"describeSpotFleetRequests,request","describeSpotFleetRequests:0.0,request:0.3893258161237715,",0,0,"request:instruction,describeSpotFleetRequests:describe,",0,0,Greedy,19,0.15902215242385864,failed,[],1.0,0.19682144694015952
416,"public IndexFacesResult indexFaces(IndexFacesRequest request) {request = beforeClientExecution(request);return executeIndexFaces(request);}
",22,"public IndexFacesResult index(IndexFacesRequest list) {list = beforeClientExecution(list);return executeIndexFaces(list);}
","public virtual IndexFacesResponse IndexFaces(IndexFacesRequest request){var options = new InvokeOptions();options.RequestMarshaller = IndexFacesRequestMarshaller.Instance;options.ResponseUnmarshaller = IndexFacesResponseUnmarshaller.Instance;return Invoke<IndexFacesResponse>(request, options);}
","public virtual IndexFacesResponse IndexFaces(IndexFacesRequest request){var options = new InvokeOptions();options.RequestMarshaller = IndexFacesRequestMarshaller.Instance;options.ResponseUnmarshaller = IndexFacesResponseUnmarshaller.Instance;return Invoke<IndexFacesResponse>(request, options);}
","public virtual IndexFacesResponse Index(IndexFacesRequest list){list = Validate<IndexFacesRequest>(list);return Invoke<IndexFacesResponse>(list, ""IndexFaces""));}
",-1,"indexFaces,request","indexFaces:0.0,request:0.8899239331535829,",0,0,"request:list,indexFaces:index,",0,0,Greedy,19,0.1480667471885681,failed,[],1.0,0.19779609921627356
417,"public RuleBasedBreakIterator getBreakIterator(int script) {switch(script) {case UScript.JAPANESE: return (RuleBasedBreakIterator)cjkBreakIterator.clone();case UScript.MYANMAR:if (myanmarAsWords) {return (RuleBasedBreakIterator)defaultBreakIterator.clone();} else {return (RuleBasedBreakIterator)myanmarSyllableIterator.clone();}default: return (RuleBasedBreakIterator)defaultBreakIterator.clone();}}
",76,"public RuleBasedBreakIterator create(int kind) {switch(kind) {case UScript.JAPANESE: return (RuleBasedBreakIterator)cjkBreakIterator.clone();case UScript.MYANMAR:if (myanmarAsWords) {return (RuleBasedBreakIterator)defaultBreakIterator.clone();} else {return (RuleBasedBreakIterator)myanmarSyllableIterator.clone();}default: return (RuleBasedBreakIterator)defaultBreakIterator.clone();}}
","public override BreakIterator GetBreakIterator(int script){switch (script){case UScript.Japanese: return (BreakIterator)cjkBreakIterator.Clone();case UScript.Myanmar:if (myanmarAsWords){return (BreakIterator)defaultBreakIterator.Clone();}else{return (BreakIterator)myanmarSyllableIterator.Clone();}default: return (BreakIterator)defaultBreakIterator.Clone();}}
","public virtual IRuleBasedBreakIterator GetBreakIterator(int script){switch (script){case UScript.JAPANESE: return (IRuleBasedBreakIterator)cjkBreakIterator.Clone();case UScript.MYANMAR:if (myanmarAsWords){return (IRuleBasedBreakIterator)defaultBreakIterator.Clone();}else{return (IRuleBasedBreakIterator)myanmarSyllableIterator.Clone();}}default: return (RuleBasedBreakIterator)defaultBreakIterator.Clone();}}
","public override RuleBasedBreakIterator Clone(int kind){switch (kind){case UScript.JAPANESE: return (RuleBasedBreakIterator)cjkBreakIterator.Clone();case UScript.MYANMAR:if (myanmarAsWords){return (RuleBasedBreakIterator)defaultBreakIterator.Clone();}else{return (RuleBasedBreakIterator)myanmarSyllableIterator.Clone();}}default: return (RuleBasedBreakIterator)defaultBreakIterator.Clone();}
",-1,"getBreakIterator,script","getBreakIterator:0.21926515592473922,script:0.21945977090153618,",0,0,"script:kind,getBreakIterator:create,",0,0,Greedy,17,0.30126565297444663,failed,[],0.4764048485254357,0.4193828287052226
418,"public String toString(){StringBuilder b = new StringBuilder();b.append(""[DCONREF]\n"");b.append(""    .ref\n"");b.append(""        .firstrow   = "").append(firstRow).append(""\n"");b.append(""        .lastrow    = "").append(lastRow).append(""\n"");b.append(""        .firstcol   = "").append(firstCol).append(""\n"");b.append(""        .lastcol    = "").append(lastCol).append(""\n"");b.append(""    .cch            = "").append(charCount).append(""\n"");b.append(""    .stFile\n"");b.append(""        .h          = "").append(charType).append(""\n"");b.append(""        .rgb        = "").append(getReadablePath()).append(""\n"");b.append(""[/DCONREF]\n"");return b.toString();}
",69,"public String build(){StringBuilder ref = new StringBuilder();ref.append(""[DCONREF]
"");b.append(""    .ref
"");b.append(""        .firstrow   = "").append(firstRow).append(""
"");b.append(""        .lastrow    = "").append(lastRow).append(""
"");b.append(""        .firstcol   = "").append(firstCol).append(""
"");b.append(""        .lastcol    = "").append(lastCol).append(""
"");b.append(""    .cch            = "").append(charCount).append(""
"");b.append(""    .stFile
"");b.append(""        .h          = "").append(charType).append(""
"");b.append(""        .rgb        = "").append(getReadablePath()).append(""
"");b.append(""[/DCONREF]
"");return ref.build();}
","public override String ToString(){StringBuilder b = new StringBuilder();b.Append(""[DCONREF]\n"");b.Append(""    .ref\n"");b.Append(""        .firstrow   = "").Append(firstRow).Append(""\n"");b.Append(""        .lastrow    = "").Append(lastRow).Append(""\n"");b.Append(""        .firstcol   = "").Append(firstCol).Append(""\n"");b.Append(""        .lastcol    = "").Append(lastCol).Append(""\n"");b.Append(""    .cch            = "").Append(charCount).Append(""\n"");b.Append(""    .stFile\n"");b.Append(""        .h          = "").Append(charType).Append(""\n"");b.Append(""        .rgb        = "").Append(ReadablePath).Append(""\n"");b.Append(""[/DCONREF]\n"");return b.ToString();}
","public override String ToString(){StringBuilder b = new StringBuilder();b.Append(""[DCONREF]\n"");b.Append(""   .ref\n"");b.Append(""       .firstrow   = "").Append(firstRow).Append(""\n"");b.Append(""       .lastrow    = "").Append(lastRow).Append(""\n"");b.Append(""       .firstcol   = "").Append(firstCol).Append(""\n"");b.Append(""       .lastcol    = "").Append(lastCol).Append(""\n"");b.Append(""   .cch            = "").Append(charCount).Append(""\n"");b.Append(""   .stFile\n"");b.Append(""       .h          = "").Append(charType).Append(""\n"");b.Append(""       .rgb        = "").Append(ReadablePath).Append(""\n"");b.Append(""[/DCONREF]\n"");return b.ToString();}
","public override String Build(){StringBuilder result = new StringBuilder();result.Append(""[DCONREF]
"");StringBuilder b = new StringBuilder();b.Append(""   .ref
"");b.Append(""       .firstrow   = "").Append(firstRow).Append(""
"");b.Append(""       .lastrow    = "").Append(lastRow).Append(""
"");b.Append(""       .firstcol   = "").Append(firstCol).Append(""
"");b.Append(""   .lastcol    = "").Append(lastCol).Append(""
"");b.Append(""   .cch            = "").Append(charCount).Append(""
"");b.Append(""   .stFile
"");b.Append(""       .h          = "").Append(charType).Append(""
"");b.Append(""       .rgb        = "").Append(ReadablePath).Append(""
"");b.Append(""[/DCONREF]
"");return result.ToString();}
",-1,"toString,b","toString:0.9268509797024619,b:0.8178159466606727,",0,0,"toString:build,b:builder,",0,0,Greedy,26,0.6493209362030029,failed,[],1.0,0.19354879762120292
419,"public int getPackedGitOpenFiles() {return packedGitOpenFiles;}
",10,"public int size() {return packedGitOpenFiles;}
","public virtual int GetPackedGitOpenFiles(){return packedGitOpenFiles;}
","public virtual int GetPackedGitOpenFiles(){return packedGitOpenFiles;}
","public override int Size(){return packedGitOpenFiles;}
",-1,getPackedGitOpenFiles,"getPackedGitOpenFiles:0.47916578340130256,",0,0,"getPackedGitOpenFiles:size,",0,0,Greedy,6,0.012471731503804524,failed,[],0.75,0.28569220796452816
420,"public String toString() {StringBuilder buffer = new StringBuilder();buffer.append(""[FEATURE HEADER]\n"");buffer.append(""[/FEATURE HEADER]\n"");return buffer.toString();}
",39,"public String get() {StringBuilder string = new StringBuilder();string.append(""[FEATURE HEADER]
"");buffer.append(""[/FEATURE HEADER]
"");return string.get();}
","public override String ToString(){StringBuilder buffer = new StringBuilder();buffer.Append(""[FEATURE HEADER]\n"");buffer.Append(""[/FEATURE HEADER]\n"");return buffer.ToString();}
","public override String ToString(){StringBuilder buffer = new StringBuilder();buffer.Append(""[FEATURE HEADER]\n"");buffer.Append(""[/FEATURE HEADER]\n"");return buffer.ToString();}
","public override string Get(){StringBuilder result = new StringBuilder();result.Append(""[FEATURE HEADER]
"");buffer.Append(""[/FEATURE HEADER]
"");return result.ToString();}
",-1,"toString,buffer","toString:0.8722502609505574,buffer:0.8243154570804292,",0,0,"toString:get,buffer:String,",0,0,Greedy,28,0.14468703269958497,failed,[],1.0,0.24026101553007317
421,"public static byte[] getToUnicodeLE(String string) {return string.getBytes(UTF16LE);}
",20,"public static byte[] encode(String string) {return string.getBytes(UTF16LE);}
","public static byte[] GetToUnicodeLE(String string1){return UTF16LE.GetBytes(string1);}
","public static byte[] ToUnicodeLE(string @string){return @string.GetBytes(UTF16LE);}
","public static byte[] Encode(string @string){return @string.ToCharArray();}
",-1,"getToUnicodeLE,string","getToUnicodeLE:0.14960317305362364,string:0.38494334078133857,",0,0,"getToUnicodeLE:encode,",0,0,Greedy,17,0.05636051098505656,failed,[],0.5237351859505059,0.44040185261717263
422,"public final List<String> getFooterLines(String keyName) {return getFooterLines(new FooterKey(keyName));}
",23,"public final List<String> list(String get) {return list(new FooterKey(get));}
","public IList<string> GetFooterLines(string keyName){return GetFooterLines(new FooterKey(keyName));}
","public IList<string> GetFooterLines(string keyName){return GetFooterLines(new FooterKey(keyName));}
","public virtual IList<string> List(string get){return List(new FooterKey(get));}
",-1,"getFooterLines,keyName","getFooterLines:0.728718499302403,keyName:0.7170344014739058,",0,0,"getFooterLines:list,keyName:get,",0,0,Greedy,20,0.07091232538223266,failed,[],1.0,0.47700389940227156
423,"public void refresh() {super.refresh();clearReferences();}
",17,"public void refresh() {super.refresh();clearReferences();}
","public override void Refresh(){base.Refresh();Rescan();}
","public override void Refresh(){base.Refresh();ClearReferences();}
","public override void Refresh(){base.Refresh();ClearReferences();}
",-1,refresh,"refresh:0.46666666666666673,",0,0,,0,0,Greedy,8,0.02072188854217529,failed,[],0.7045208930025957,0.7045208930025957
424,"public float get(int index) {checkIndex(index);return byteBuffer.getFloat(index * SizeOf.FLOAT);}
",26,"public float Float(int Float) {checkIndex(Float);return byteBuffer.getFloat(Float * SizeOf.FLOAT);}
","public override float get(int index){checkIndex(index);return byteBuffer.getFloat(index * libcore.io.SizeOf.FLOAT);}
","public override float get(int index){checkIndex(index);return byteBuffer.getFloat(index * libcore.io.SizeOf.FLOAT);}
","public virtual float Float(int Float){CheckIndex(Float);return byteBuffer.GetFloat(Float * libcore.io.SizeOf.FLOAT);}
",-1,"get,index","get:0.3669026409884608,index:0.8970243870010218,",0,0,"index:get,get:Float,",0,0,Greedy,14,0.06339815855026246,failed,[],1.0,0.5357411162841759
